"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","TZA","United Republic of Tanzania","2015","2015",6240144,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MLT","Malta","2011","2011",26.67971,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MLT","Malta","2018","2018",30.37686,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BEN","Benin","2012","2012",912091,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BEN","Benin","2018","2018",890035,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ARE","United Arab Emirates","2015","2015",102912,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2010","2010",59.36212,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2016","2016",59.08211,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2017","2017",58.87995,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2018","2018",58.70367,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TLS","Timor-Leste","2010","2010",23774,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TLS","Timor-Leste","2018","2018",20705,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CIV","Côte d'Ivoire","2012","2012",4157318,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CIV","Côte d'Ivoire","2014","2014",4016238,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CIV","Côte d'Ivoire","2018","2018",4273045,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2010","2010",148895,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2011","2011",152440,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2012","2012",139260,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2013","2013",129796,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2014","2014",131963,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2015","2015",125424,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2016","2016",120240,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2018","2018",112474,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","IND","India","2011","2011",65.35357,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","IND","India","2018","2018",66.25303,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2010","2010",1858,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2011","2011",854,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2012","2012",808,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2013","2013",789,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2014","2014",781,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2015","2015",1712,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2016","2016",575,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2017","2017",527,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SGP","Singapore","2018","2018",515,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","CAF","Central African Republic","2010","2010",73.40195,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","CAF","Central African Republic","2018","2018",73.11223,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MDV","Maldives","2014","2014",3050,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MDV","Maldives","2016","2016",6430,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2010","2010",59805,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2011","2011",55655,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2012","2012",56504,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2013","2013",47918,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2014","2014",44321,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2015","2015",45785,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","DOM","Dominican Republic","2016","2016",22325,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","GRC","Greece","2011","2011",68.17397,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","GRC","Greece","2018","2018",64.78663,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BRN","Brunei Darussalam","2011","2011",65.93851,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BRN","Brunei Darussalam","2018","2018",63.60251,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IND","India","2011","2011",24860960,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","IND","India","2018","2018",30250585,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MLI","Mali","2010","2010",637856,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MLI","Mali","2011","2011",653275,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MLI","Mali","2015","2015",664360,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MLI","Mali","2018","2018",791218,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2010","2010",256292,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2012","2012",253015,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2013","2013",220028,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2014","2014",225519,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2015","2015",205886,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2016","2016",252874,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRY","Paraguay","2018","2018",293076,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","GEO","Georgia","2014","2014",706,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","GEO","Georgia","2017","2017",1172,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2010","2010",95650,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2011","2011",107364,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2012","2012",100895,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2013","2013",93122,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2014","2014",84563,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2015","2015",81197,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2016","2016",87776,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ECU","Ecuador","2017","2017",122528,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","NER","Niger","2012","2012",851191,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","VUT","Vanuatu","2014","2014",48.17394,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","VUT","Vanuatu","2018","2018",45.11125,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BLR","Belarus","2018","2018",11751,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","GNQ","Equatorial Guinea","2010","2010",38.07785,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","TTO","Trinidad and Tobago","2010","2010",81.67375,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","KAZ","Kazakhstan","2010","2010",2332,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","KAZ","Kazakhstan","2018","2018",1671,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MRT","Mauritania","2017","2017",728421,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MAC","China, Macao Special Administrative Region","2011","2011",75.51292,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MAC","China, Macao Special Administrative Region","2016","2016",75.20119,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CHL","Chile","2011","2011",112458,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CHL","Chile","2013","2013",117507,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CHL","Chile","2015","2015",119438,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CHL","Chile","2017","2017",115708,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2010","2010",1834469,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2011","2011",1576354,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2012","2012",1413826,"+","National Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2013","2013",1378925,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2014","2014",1372150,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2015","2015",1366520,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2016","2016",803251,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TUR","Turkey","2017","2017",1329745,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CHN","China","2010","2010",39841492,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CHN","China","2018","2018",27897140,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LVA","Latvia","2011","2011",1871,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LVA","Latvia","2018","2018",1793,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SEN","Senegal","2011","2011",67.62095,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SEN","Senegal","2013","2013",65.91861,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SEN","Senegal","2017","2017",70.14419,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GTM","Guatemala","2012","2012",203101,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GTM","Guatemala","2013","2013",265104,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GTM","Guatemala","2014","2014",190279,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","STP","Sao Tome and Principe","2012","2012",7808,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","STP","Sao Tome and Principe","2018","2018",6401,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2010","2010",6826658,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2011","2011",6812323,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2012","2012",6687361,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2013","2013",6997076,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2014","2014",6690530,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PAK","Pakistan","2017","2017",6513144,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MMR","Myanmar","2016","2016",3652926,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","AGO","Angola","2014","2014",66.48726,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","HUN","Hungary","2014","2014",42.07553,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ALB","Albania","2011","2011",77.78251,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ALB","Albania","2012","2012",67.97415,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","ALB","Albania","2018","2018",63.92919,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","BTN","Bhutan","2012","2012",209511,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","BTN","Bhutan","2017","2017",183115,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2011","2011",8702330,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2014","2014",6034419,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2015","2015",6245270,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2016","2016",6100789,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IDN","Indonesia","2018","2018",5901280,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SVN","Slovenia","2014","2014",100,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2010","2010",909439,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2016","2016",1001658,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2017","2017",736809,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MYS","Malaysia","2018","2018",756355,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","KHM","Cambodia","2014","2014",66717,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","KHM","Cambodia","2015","2015",59392,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","MKD","North Macedonia","2014","2014",4009,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CRI","Costa Rica","2011","2011",91605,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CRI","Costa Rica","2018","2018",84024,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KWT","Kuwait","2010","2010",67.77178,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KWT","Kuwait","2012","2012",65.24082,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KWT","Kuwait","2013","2013",73.21528,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KWT","Kuwait","2015","2015",73.76241,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KWT","Kuwait","2017","2017",72.8198,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KWT","Kuwait","2018","2018",71.98559,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2010","2010",1030581,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2011","2011",1029253,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2012","2012",916367,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2014","2014",887679,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2015","2015",881069,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ZAF","South Africa","2017","2017",2429999,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2010","2010",171361,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2011","2011",169291,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2012","2012",138333,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2013","2013",160673,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2014","2014",118386,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2015","2015",124431,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2016","2016",108129,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2017","2017",102325,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MEX","Mexico","2018","2018",83874,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2010","2010",33998,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2011","2011",28514,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2012","2012",21840,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2013","2013",33278,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2014","2014",35752,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2015","2015",35956,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2016","2016",30459,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARG","Argentina","2018","2018",37341,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2010","2010",83662,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2011","2011",72163,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2012","2012",90818,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2013","2013",91609,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2014","2014",82230,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2015","2015",77685,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2016","2016",77171,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","HND","Honduras","2018","2018",70561,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","GMB","Gambia","2013","2013",625502,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","GMB","Gambia","2015","2015",561940,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BGR","Bulgaria","2011","2011",53.42204,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2010","2010",29589,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2011","2011",24645,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2012","2012",23787,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2013","2013",24443,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2014","2014",25081,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2015","2015",23697,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2016","2016",22570,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2017","2017",22846,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","URY","Uruguay","2018","2018",21206,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PHL","Philippines","2013","2013",112301,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PHL","Philippines","2015","2015",71217,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","CPV","Cabo Verde","2012","2012",1203,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","CPV","Cabo Verde","2015","2015",1283,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","JAM","Jamaica","2014","2014",35584,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TJK","Tajikistan","2014","2014",40.7509,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","LAO","Lao People's Democratic Republic","2011","2011",58.82159,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","LAO","Lao People's Democratic Republic","2015","2015",62.57941,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","RWA","Rwanda","2010","2010",50714,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","RWA","Rwanda","2012","2012",65922,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","RWA","Rwanda","2014","2014",64422,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","RWA","Rwanda","2018","2018",73357,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TUN","Tunisia","2010","2010",70.23927,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TUN","Tunisia","2011","2011",70.47537,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TUN","Tunisia","2012","2012",71.46713,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TUN","Tunisia","2014","2014",67.5188,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2013","2013",190364,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2014","2014",184898,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2016","2016",157265,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2017","2017",153999,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","NAM","Namibia","2011","2011",15075,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","NAM","Namibia","2018","2018",14203,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","TCD","Chad","2015","2015",1740408,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","TCD","Chad","2016","2016",2021100,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ABW","Aruba","2010","2010",54.92656,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ABW","Aruba","2018","2018",53.13219,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","NGA","Nigeria","2018","2018",62.5256,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","LBR","Liberia","2017","2017",71.56084,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","GHA","Ghana","2010","2010",299219,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","GHA","Ghana","2018","2018",214353,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MAR","Morocco","2011","2011",930539,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MAR","Morocco","2012","2012",932386,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MAR","Morocco","2018","2018",1093073,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MNE","Montenegro","2011","2011",1401,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MNE","Montenegro","2018","2018",1378,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","GNB","Guinea-Bissau","2014","2014",173886,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PAN","Panama","2010","2010",55.24183,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PAN","Panama","2018","2018",56.20741,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","TGO","Togo","2011","2011",89294,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","TGO","Togo","2015","2015",104256,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","DZA","Algeria","2018","2018",684509,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2010","2010",62.05261,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2011","2011",63.60176,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2013","2013",63.03834,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLV","El Salvador","2015","2015",62.37818,,
